t,value
1440905931,15/872
1440905931,15/872
1440905939,15/872
1440905939,15/872
1440905939,15/872
1440905939,15/872
1440905939,15/872
1440905939,15/872
1440905939,15/872
1440905939,15/872
1440905947,22/2429
1440905947,22/2429
1440905947,184/4547
1440905947,184/4547
1440905947,184/4547
1440905947,184/4547
1440905947,184/4547
1440905947,184/4547
1440905948,184/4547
1440905955,184/4547
1440905955,184/4547
1440905955,32/789
1440905955,32/789
1440905955,32/789
1440905955,32/789
1440905955,32/789
1440905956,32/789
1440905964,32/789
1440905964,32/789
1440905964,32/789
1440905964,32/789
1440905964,4/131
1440905964,4/131
1440905964,4/131
1440905964,4/131
1440905972,4/131
1440905972,4/131
1440905972,0
1440905972,0
1440905972,0
1440905972,0
1440905972,0
1440905972,0
1440905980,0
1440905980,0
1440905980,0
1440905980,0
1440905980,0
1440905980,0
1440905980,0
1440905980,0
1440905981,0
1440905988,0
1440905988,0
1440905988,0
1440905988,0
1440905988,0
1440905988,0
1440905988,0
1440905989,0
1440905996,0
1440905996,0
1440905996,4/209
1440905996,4/209
1440905996,4/209
1440905996,4/209
1440905996,4/209
1440905997,4/209
1440906005,4/209
1440906005,4/209
1440906005,17/755
1440906005,17/755
1440906005,17/755
1440906005,17/755
1440906005,17/755
1440906005,17/755
1440906013,17/755
1440906013,17/755
1440906013,17/755
1440906013,7/694
1440906013,7/694
1440906013,7/694
1440906013,7/694
1440906013,7/694
1440906021,7/694
1440906021,7/694
1440906021,0
1440906021,0
1440906021,0
1440906021,0
1440906021,0
1440906021,0
1440906029,0
1440906029,0
1440906029,0
1440906029,0
1440906029,0
1440906029,0
1440906029,0
1440906029,39/1240
1440906030,39/1240
1440906037,39/1240
1440906037,39/1240
1440906037,16/391
1440906037,16/391
1440906037,16/391
1440906037,16/391
1440906037,16/391
1440906038,16/391
1440906046,16/391
1440906046,16/391
1440906046,10/1059
1440906046,10/1059
1440906046,10/1059
1440906046,10/1059
1440906046,10/1059
1440906046,10/1059
1440906054,10/1059
1440906054,10/1059
1440906054,10/1059
1440906054,10/1059
1440906054,10/1059
1440906054,10/1059
1440906054,10/1059
1440906054,5/499
1440906062,5/499
1440906062,5/499
1440906062,18/461
1440906062,18/461
1440906062,18/461
1440906062,18/461
1440906062,18/461
1440906062,18/461
1440906070,18/461
1440906070,18/461
1440906070,0
1440906070,0
1440906070,0
1440906070,0
1440906070,0
1440906070,0
1440906071,0
1440906078,0
1440906078,0
1440906078,0
1440906078,0
1440906078,0
1440906078,0
1440906078,0
1440906079,0
1440906087,0
1440906087,0
1440906087,60/3049
1440906087,60/3049
1440906087,60/3049
1440906087,60/3049
1440906087,60/3049
1440906087,60/3049
1440906095,60/3049
1440906095,60/3049
1440906095,60/3049
1440906095,60/3049
1440906095,60/3049
1440906095,11/1075
1440906095,11/1075
1440906095,11/1075
1440906103,11/1075
1440906103,11/1075
1440906103,4/491
1440906103,4/491
1440906103,4/491
1440906103,4/491
1440906103,4/491
1440906103,4/491
1440906104,4/491
1440906111,4/491
1440906111,4/491
1440906111,66/2507
1440906111,66/2507
1440906111,66/2507
1440906111,66/2507
1440906111,66/2507
1440906112,66/2507
1440906120,66/2507
1440906120,66/2507
1440906120,0
1440906120,0
1440906120,0
1440906120,0
1440906120,0
1440906120,0
1440906128,0
1440906128,0
1440906128,0
1440906128,0
1440906128,0
1440906128,6/635
1440906128,6/635
1440906128,6/635
1440906136,6/635
1440906136,6/635
1440906136,11/501
1440906136,11/501
1440906136,11/501
1440906136,11/501
1440906136,11/501
1440906136,11/501
1440906137,11/501
1440906144,11/501
1440906144,11/501
1440906144,0
1440906144,0
1440906144,0
1440906144,0
1440906144,0
1440906145,0
1440906153,0
1440906153,0
1440906153,0
1440906153,0
1440906153,0
1440906153,0
1440906153,0
1440906153,0
1440906161,0
1440906161,0
1440906161,1/99
1440906161,1/99
1440906161,1/99
1440906161,1/99
1440906161,1/99
1440906161,1/99
1440906169,1/99
1440906169,1/99
1440906169,9/493
1440906169,9/493
1440906169,9/493
1440906169,9/493
1440906169,9/493
1440906169,9/493
1440906170,9/493
1440906178,9/493
1440906178,9/493
1440906178,9/493
1440906178,9/493
1440906178,9/493
1440906178,9/493
1440906178,9/493
1440906178,0
1440906186,0
1440906186,0
1440906186,5/479
1440906186,5/479
1440906186,5/479
1440906186,5/479
1440906186,5/479
1440906186,5/479
1440906194,5/479
1440906194,5/479
1440906194,5/479
1440906194,5/479
1440906194,0
1440906194,0
1440906194,0
1440906194,0
1440906195,0
1440906203,0
1440906203,0
1440906203,0
1440906203,0
1440906203,0
1440906203,0
1440906203,0
1440906203,0
1440906211,0
1440906211,0
1440906211,0
1440906211,0
1440906211,0
1440906211,0
1440906211,0
1440906211,62/1509
1440906219,62/1509
1440906219,62/1509
1440906219,62/1509
1440906219,62/1509
1440906219,62/1509
1440906219,62/1509
1440906219,62/1509
1440906219,19/1941
1440906220,19/1941
1440906228,19/1941
1440906228,19/1941
1440906228,19/1941
1440906228,19/1941
1440906228,19/1941
1440906228,19/1941
1440906228,19/1941
1440906228,19/1941
1440906236,0
1440906236,0
1440906236,0
1440906236,0
1440906236,0
1440906236,0
1440906236,0
1440906236,0
1440906237,0
1440906245,0
1440906245,0
1440906245,0
1440906245,0
1440906245,0
1440906245,0
1440906245,0
1440906245,0
1440906253,0
1440906253,0
1440906253,0
1440906253,0
1440906253,0
1440906253,0
1440906253,0
1440906253,0
1440906254,0
1440906261,0
1440906261,0
1440906261,23/1191
1440906261,23/1191
1440906261,23/1191
1440906261,23/1191
1440906261,23/1191
1440906262,23/1191
1440906270,23/1191
1440906270,23/1191
1440906270,0
1440906270,0
1440906270,0
1440906270,0
1440906270,0
1440906270,0
1440906278,0
1440906278,0
1440906278,0
1440906278,0
1440906278,0
1440906278,0
1440906278,0
1440906278,0
1440906286,0
1440906286,0
1440906286,0
1440906286,0
1440906286,0
1440906286,0
1440906286,0
1440906286,0
1440906287,31/3085
1440906295,31/3085
1440906295,31/3085
1440906295,31/3085
1440906295,31/3085
1440906295,31/3085
1440906295,31/3085
1440906295,31/3085
1440906295,15/1694
1440906303,15/1694
1440906303,15/1694
1440906303,0
1440906303,0
1440906303,0
1440906303,0
1440906303,0
1440906303,0
1440906304,0
1440906311,0
1440906311,0
1440906311,0
1440906311,0
1440906311,0
1440906311,0
1440906311,0
1440906312,0
1440906320,0
1440906320,0
1440906320,0
1440906320,0
1440906320,0
1440906320,0
1440906320,0
1440906320,0
1440906328,0
1440906328,0
1440906328,0
1440906328,0
1440906328,0
1440906328,0
1440906328,0
1440906328,0
1440906336,0
1440906336,0
1440906336,0
1440906336,0
1440906336,0
1440906336,0
1440906336,0
1440906336,0
1440906337,0
1440906345,0
1440906345,0
1440906345,0
1440906345,0
1440906345,0
1440906345,0
1440906345,0
1440906345,0
1440906353,0
1440906353,0
1440906353,5/482
1440906353,5/482
1440906353,5/482
1440906353,5/482
1440906353,5/482
1440906353,5/482
1440906361,5/482
1440906361,5/482
1440906361,28/1413
1440906361,28/1413
1440906361,28/1413
1440906361,28/1413
1440906361,28/1413
1440906361,28/1413
1440906362,28/1413
1440906370,28/1413
1440906370,28/1413
1440906370,0
1440906370,0
1440906370,0
1440906370,0
1440906370,0
1440906370,0
1440906378,0
1440906378,0
1440906378,0
1440906378,0
1440906378,0
1440906378,0
1440906378,0
1440906378,0
1440906379,0
1440906387,0
1440906387,0
1440906387,23/2371
1440906387,23/2371
1440906387,23/2371
1440906387,23/2371
1440906387,23/2371
1440906387,23/2371
1440906395,23/2371
1440906395,23/2371
1440906395,21/1081
1440906395,21/1081
1440906395,21/1081
1440906395,21/1081
1440906395,21/1081
1440906395,21/1081
1440906396,21/1081
1440906404,21/1081
1440906404,21/1081
1440906404,21/1081
1440906404,21/1081
1440906404,3/320
1440906404,3/320
1440906404,3/320
1440906404,3/320
1440906412,3/320
1440906412,3/320
1440906412,11/1088
1440906412,11/1088
1440906412,11/1088
1440906412,11/1088
1440906412,11/1088
1440906412,11/1088
1440906413,11/1088
1440906421,11/1088
1440906421,11/1088
1440906421,0
1440906421,0
1440906421,0
1440906421,0
1440906421,0
1440906421,0
1440906429,0
1440906429,0
1440906429,0
1440906429,0
1440906429,0
1440906429,0
1440906429,0
1440906429,0
1440906430,0
1440906438,0
1440906438,0
1440906438,25/1402
1440906438,25/1402
1440906438,25/1402
1440906438,25/1402
1440906438,25/1402
1440906438,25/1402
1440906446,25/1402
1440906446,25/1402
1440906446,0
1440906446,0
1440906446,0
1440906446,0
1440906446,0
1440906446,0
1440906454,0
1440906454,0
1440906454,0
1440906454,0
1440906454,0
1440906454,0
1440906454,0
1440906454,0
1440906455,0
1440906463,0
1440906463,0
1440906463,2/247
1440906463,2/247
1440906463,2/247
1440906463,2/247
1440906463,2/247
1440906463,2/247
1440906471,2/247
1440906471,2/247
1440906471,26/939
1440906471,26/939
1440906471,26/939
1440906471,26/939
1440906471,26/939
1440906471,26/939
1440906472,26/939
1440906480,26/939
1440906480,26/939
1440906480,0
1440906480,0
1440906480,0
1440906480,0
1440906480,0
1440906480,0
1440906488,0
1440906488,0
1440906488,0
1440906488,0
1440906488,0
1440906488,0
1440906488,0
1440906488,0
1440906489,0
1440906497,0
1440906497,0
1440906497,19/1865
1440906497,19/1865
1440906497,19/1865
1440906497,19/1865
1440906497,19/1865
1440906497,19/1865
1440906505,19/1865
1440906505,19/1865
1440906505,8/857
1440906505,8/857
1440906505,8/857
1440906505,8/857
1440906505,8/857
1440906505,8/857
1440906506,8/857
1440906514,8/857
1440906514,8/857
1440906514,8/857
1440906514,0
1440906514,0
1440906514,0
1440906514,0
1440906514,0
1440906522,0
1440906522,0
1440906522,0
1440906522,0
1440906522,0
1440906522,0
1440906522,0
1440906522,0
1440906523,0
1440906531,0
1440906531,0
1440906531,0
1440906531,0
1440906531,0
1440906531,0
1440906531,0
1440906531,0
1440906539,0
1440906539,0
1440906539,1/67
1440906539,1/67
1440906539,1/67
1440906539,1/67
1440906539,1/67
1440906539,1/67
1440906540,1/67
1440906548,1/67
1440906548,1/67
1440906548,1/67
1440906548,1/67
1440906548,1/67
1440906548,1/67
1440906548,1/67
1440906548,1/67
1440906556,1/70
1440906556,1/70
1440906556,1/70
1440906556,1/70
1440906556,1/70
1440906556,1/70
1440906556,1/70
1440906556,1/70
1440906557,14/713
1440906565,14/713
1440906565,14/713
1440906565,0
1440906565,0
1440906565,0
1440906565,0
1440906565,0
1440906565,0
1440906573,0
1440906573,0
1440906573,0
1440906573,0
1440906573,0
1440906573,0
1440906573,0
1440906573,0
1440906574,0
1440906582,0
1440906582,0
1440906582,0
1440906582,0
1440906582,0
1440906582,0
1440906582,0
1440906582,0
1440906590,0
1440906590,0
1440906590,0
1440906590,0
1440906590,0
1440906590,0
1440906590,0
1440906590,0
1440906591,0
1440906599,0
1440906599,0
1440906599,4/321
1440906599,4/321
1440906599,4/321
1440906599,4/321
1440906599,4/321
1440906599,4/321
1440906607,4/321
1440906607,4/321
1440906607,95/1802
1440906607,95/1802
1440906607,95/1802
1440906607,95/1802
1440906607,95/1802
1440906607,95/1802
1440906608,95/1802
1440906616,95/1802
1440906616,95/1802
1440906616,95/1802
1440906616,95/1802
1440906616,296/3211
1440906616,296/3211
1440906616,296/3211
1440906616,296/3211
1440906625,296/3211
1440906625,296/3211
1440906625,296/3211
1440906625,296/3211
1440906625,3/265
1440906625,3/265
1440906625,3/265
1440906625,3/265
1440906625,3/265
1440906633,3/265
1440906633,3/265
1440906633,3/265
1440906633,3/265
1440906633,3/265
1440906633,3/265
1440906633,3/265
1440906633,3/265
1440906634,3/317
1440906642,3/317
1440906642,3/317
1440906642,27/466
1440906642,27/466
1440906642,27/466
1440906642,27/466
1440906642,27/466
1440906642,27/466
1440906650,27/466
1440906650,27/466
1440906650,28/1451
1440906650,28/1451
1440906650,28/1451
1440906650,28/1451
1440906650,28/1451
1440906650,28/1451
1440906651,28/1451
1440906659,28/1451
1440906659,28/1451
1440906659,7/634
1440906659,7/634
1440906659,7/634
1440906659,7/634
1440906659,7/634
1440906659,7/634
1440906660,7/634
1440906668,7/634
1440906668,7/634
1440906668,4/91
1440906668,4/91
1440906668,4/91
1440906668,4/91
1440906668,4/91
1440906668,4/91
1440906676,4/91
1440906676,4/91
1440906676,4/91
1440906676,4/91
1440906676,4/91
1440906676,4/91
1440906676,4/91
1440906676,0
1440906677,0
1440906685,0
1440906685,0
1440906685,12/415
1440906685,12/415
1440906685,12/415
1440906685,12/415
1440906685,12/415
1440906685,12/415
1440906686,12/415
1440906694,12/415
1440906694,12/415
1440906694,12/415
1440906694,12/415
1440906694,12/415
1440906694,12/415
1440906694,12/415
1440906694,10/449
1440906702,10/449
1440906702,10/449
1440906702,65/379
1440906702,65/379
1440906702,65/379
1440906702,65/379
1440906702,65/379
1440906702,65/379
1440906703,65/379
1440906711,65/379
1440906711,65/379
1440906711,32/367
1440906711,32/367
1440906711,32/367
1440906711,32/367
1440906711,32/367
1440906711,32/367
1440906712,32/367
1440906720,32/367
1440906720,32/367
1440906720,32/367
1440906720,32/367
1440906720,32/367
1440906720,32/367
1440906720,32/367
1440906720,32/367
1440906728,7/573
1440906728,7/573
1440906728,0
1440906728,0
1440906728,0
1440906728,0
1440906728,0
1440906728,0
1440906729,0
1440906737,0
1440906737,0
1440906737,112/2791
1440906737,112/2791
1440906737,112/2791
1440906737,112/2791
1440906737,112/2791
1440906737,112/2791
1440906738,112/2791
1440906746,112/2791
1440906746,112/2791
1440906746,112/2791
1440906746,112/2791
1440906746,112/2791
1440906746,112/2791
1440906746,112/2791
1440906746,112/2791
1440906755,28/1453
1440906755,28/1453
1440906755,28/1453
1440906755,28/1453
1440906755,28/1453
1440906755,28/1453
1440906755,28/1453
1440906755,28/1453
1440906755,78/2473
1440906763,78/2473
1440906763,78/2473
1440906763,1/82
1440906763,1/82
1440906763,1/82
1440906763,1/82
1440906763,1/82
1440906763,1/82
1440906764,1/82
1440906772,1/82
1440906772,1/82
1440906772,132/2249
1440906772,132/2249
1440906772,132/2249
1440906772,132/2249
1440906772,132/2249
1440906772,132/2249
1440906781,132/2249
1440906781,132/2249
1440906781,9/968
1440906781,9/968
1440906781,9/968
1440906781,9/968
1440906781,9/968
1440906781,9/968
1440906781,9/968
1440906789,9/968
1440906789,9/968
1440906789,0
1440906789,0
1440906789,0
1440906789,0
1440906789,0
1440906789,0
1440906790,0
1440906798,0
1440906798,0
1440906798,0
1440906798,0
1440906798,0
1440906798,0
1440906798,0
1440906798,0
1440906799,0
1440906807,0
1440906807,0
1440906807,46/779
1440906807,46/779
1440906807,46/779
1440906807,46/779
1440906807,46/779
1440906807,46/779
1440906815,46/779
1440906815,46/779
1440906815,46/779
1440906815,46/779
1440906815,46/779
1440906815,46/779
1440906816,46/779
1440906816,46/779
1440906816,0
1440906824,0
1440906824,0
1440906824,0
1440906824,1/91
1440906824,1/91
1440906824,1/91
1440906824,1/91
1440906824,1/91
1440906825,1/91
1440906833,1/91
1440906833,1/91
1440906833,9/467
1440906833,9/467
1440906833,9/467
1440906833,9/467
1440906833,9/467
1440906833,9/467
1440906842,9/467
1440906842,9/467
1440906842,2/61
1440906842,2/61
1440906842,2/61
1440906842,2/61
1440906842,2/61
1440906842,2/61
1440906842,2/61
1440906850,2/61
1440906850,2/61
1440906850,2/61
1440906850,2/61
1440906850,2/61
1440906850,2/61
1440906850,2/61
1440906850,2/183
1440906851,2/183
1440906859,2/183
1440906859,2/183
1440906859,0
1440906859,0
1440906859,0
1440906859,0
1440906859,0
1440906859,0
1440906860,0
1440906868,0
1440906868,0
1440906868,0
1440906868,0
1440906868,0
1440906868,0
1440906868,0
1440906868,0
1440906876,31/610
1440906876,31/610
1440906876,19/1781
1440906877,19/1781
1440906877,19/1781
1440906877,19/1781
1440906877,19/1781
1440906877,19/1781
1440906877,19/1781
1440906885,19/1781
1440906885,19/1781
1440906885,19/1781
1440906885,19/1781
1440906885,19/1781
1440906885,19/1781
1440906885,19/1781
1440906885,19/1781
1440906886,22/1033
1440906894,22/1033
1440906894,22/1033
1440906894,22/1033
1440906894,22/1033
1440906894,22/1033
1440906894,0
1440906894,0
1440906894,0
1440906902,0
1440906902,0
1440906902,0
1440906902,0
1440906902,0
1440906902,0
1440906902,0
1440906902,0
1440906903,0
1440906911,0
1440906911,0
1440906911,45/1352
1440906911,45/1352
1440906911,45/1352
1440906911,45/1352
1440906911,45/1352
1440906911,45/1352
1440906920,45/1352
1440906920,45/1352
1440906920,11/906
1440906920,11/906
1440906920,11/906
1440906920,11/906
1440906920,11/906
1440906920,11/906
1440906920,11/906
1440906928,11/906
1440906928,11/906
1440906928,11/906
1440906928,11/906
1440906928,11/906
1440906928,11/906
1440906928,11/906
1440906928,11/906
1440906929,0
1440906937,0
1440906937,0
1440906937,62/2871
1440906937,62/2871
1440906937,62/2871
1440906937,62/2871
1440906937,62/2871
1440906937,62/2871
1440906945,62/2871
1440906945,62/2871
1440906945,9/883
1440906945,9/883
1440906945,9/883
1440906945,9/883
1440906945,9/883
1440906945,9/883
1440906946,9/883
1440906954,9/883
1440906954,9/883
1440906954,0
1440906954,0
1440906954,0
1440906954,0
1440906954,0
1440906954,0
1440906963,25/1296
1440906963,25/1296
1440906963,25/1296
1440906963,25/1296
1440906963,25/1296
1440906963,25/1296
1440906963,25/1296
1440906963,25/1296
1440906963,25/1296
1440906971,25/1296
1440906971,25/1296
1440906971,25/1296
1440906971,25/1296
1440906971,0
1440906971,0
1440906971,0
1440906971,0
1440906972,0
1440906980,0
1440906980,0
1440906980,9/992
1440906980,9/992
1440906980,9/992
1440906980,9/992
1440906980,9/992
1440906980,9/992
1440906988,9/992
1440906988,9/992
1440906988,0
1440906988,0
1440906988,0
1440906988,0
1440906988,0
1440906988,0
1440906989,0
1440906997,0
1440906997,0
1440906997,16/1467
1440906997,16/1467
1440906997,16/1467
1440906997,16/1467
1440906997,16/1467
1440906997,16/1467
1440907006,16/1467
1440907006,16/1467
1440907006,16/1467
1440907006,16/1467
1440907006,16/1467
1440907006,16/1467
1440907006,16/1467
1440907006,16/1467
1440907006,4/393
1440907014,4/393
1440907014,4/393
1440907014,0
1440907014,0
1440907014,0
1440907014,0
1440907014,0
1440907014,0
1440907015,0
1440907023,0
1440907023,0
1440907023,0
1440907023,0
1440907023,0
1440907023,0
1440907023,0
1440907023,0
1440907031,0
1440907031,0
1440907031,1/92
1440907031,1/92
1440907031,1/92
1440907031,1/92
1440907031,1/92
1440907031,1/92
1440907032,1/92
1440907040,1/92
1440907040,1/92
1440907040,10/509
1440907040,10/509
1440907040,10/509
1440907040,10/509
1440907040,10/509
1440907040,10/509
1440907041,10/509
1440907049,10/509
1440907049,10/509
1440907049,0
1440907049,0
1440907049,0
1440907049,0
1440907049,0
1440907049,0
1440907057,0
1440907057,0
1440907057,18/845
1440907057,18/845
1440907057,18/845
1440907057,18/845
1440907058,18/845
1440907058,18/845
1440907058,18/845
1440907066,18/845
1440907066,18/845
1440907066,17/770
1440907066,17/770
1440907066,17/770
1440907066,17/770
1440907066,17/770
1440907066,17/770
1440907075,17/770
1440907075,17/770
1440907075,6/575
1440907075,6/575
1440907075,6/575
1440907075,6/575
1440907075,6/575
1440907075,6/575
1440907075,6/575
1440907083,6/575
1440907083,6/575
1440907083,0
1440907083,0
1440907083,0
1440907083,0
1440907083,0
1440907083,0
1440907084,0
1440907092,0
1440907092,0
1440907092,21/1921
1440907092,21/1921
1440907092,21/1921
1440907092,21/1921
1440907092,21/1921
1440907092,21/1921
1440907100,21/1921
1440907100,21/1921
1440907101,0
1440907101,0
1440907101,0
1440907101,0
1440907101,0
1440907101,0
1440907101,0
1440907109,0
1440907109,0
1440907109,0
1440907109,0
1440907109,0
1440907109,0
1440907109,0
1440907109,0
1440907110,0
1440907118,0
1440907118,0
1440907118,0
1440907118,0
1440907118,132/3515
1440907118,132/3515
1440907118,132/3515
1440907118,132/3515
1440907127,132/3515
1440907127,132/3515
1440907127,132/3515
1440907127,132/3515
1440907127,132/3515
1440907127,132/3515
1440907127,132/3515
1440907127,132/3515
1440907127,0
1440907135,0
1440907135,0
1440907135,11/974
1440907135,11/974
1440907135,11/974
1440907135,11/974
1440907135,11/974
1440907135,11/974
1440907136,11/974
1440907144,11/974
1440907144,11/974
1440907144,0
1440907144,0
1440907144,0
1440907144,0
1440907144,0
1440907144,0
1440907152,0
1440907152,0
1440907152,46/1161
1440907152,46/1161
1440907152,46/1161
1440907152,46/1161
1440907152,46/1161
1440907152,46/1161
1440907153,46/1161
1440907161,46/1161
1440907161,46/1161
1440907161,5/518
1440907161,5/518
1440907161,5/518
1440907161,5/518
1440907161,5/518
1440907161,5/518
1440907170,5/518
1440907170,5/518
1440907170,5/518
1440907170,5/518
1440907170,5/518
1440907170,5/518
1440907170,0
1440907170,0
1440907170,0
1440907178,0
1440907178,0
1440907178,1/86
1440907178,1/86
1440907178,1/86
1440907178,1/86
1440907178,1/86
1440907178,1/86
1440907187,1/86
1440907187,1/86
1440907187,1/86
1440907187,1/86
1440907187,1/86
1440907187,1/86
1440907187,1/86
1440907187,11/954
1440907187,11/954
1440907195,11/954
1440907195,11/954
1440907195,11/954
1440907195,11/954
1440907195,13/1380
1440907195,13/1380
1440907195,13/1380
1440907195,13/1380
1440907204,13/1380
1440907204,13/1380
1440907204,1/118
1440907204,1/118
1440907204,1/118
1440907204,1/118
1440907204,1/118
1440907204,1/118
1440907204,1/118
1440907212,1/118
1440907212,1/118
1440907212,17/1732
1440907212,17/1732
1440907212,17/1732
1440907212,17/1732
1440907212,17/1732
1440907212,17/1732
1440907213,17/1732
1440907221,17/1732
1440907221,17/1732
1440907221,0
1440907221,0
1440907221,0
1440907221,0
1440907221,0
1440907221,0
1440907229,0
1440907229,0
1440907229,0
1440907229,0
1440907229,0
1440907229,0
1440907229,0
1440907229,0
1440907230,0
1440907238,0
1440907238,0
1440907238,0
1440907238,0
1440907238,0
1440907238,0
1440907238,0
1440907238,0
1440907239,0
1440907247,0
1440907247,0
1440907247,0
1440907247,0
1440907247,0
1440907247,0
1440907247,0
1440907247,0
1440907255,0
1440907255,0
1440907255,0
1440907255,0
1440907255,0
1440907255,0
1440907255,0
1440907255,0
1440907256,0
1440907264,0
1440907264,0
1440907264,0
1440907264,0
1440907264,0
1440907264,0
1440907264,0
1440907264,0
1440907272,0
1440907272,0
1440907272,0
1440907272,0
1440907272,0
1440907272,0
1440907272,0
1440907272,0
1440907273,0
1440907281,0
1440907281,0
1440907281,5/522
1440907281,5/522
1440907281,5/522
1440907281,5/522
1440907281,5/522
1440907281,5/522
1440907289,5/522
1440907289,5/522
1440907289,0
1440907289,0
1440907289,0
1440907289,0
1440907289,0
1440907289,0
1440907290,0
1440907298,0
1440907298,0
1440907298,0
1440907298,0
1440907298,0
1440907298,0
1440907298,0
1440907298,0
1440907306,0
1440907306,0
1440907306,0
1440907306,0
1440907306,0
1440907306,0
1440907306,0
1440907306,0
1440907307,42/2029
1440907315,42/2029
1440907315,42/2029
1440907315,0
1440907315,0
1440907315,0
1440907315,0
1440907315,0
1440907315,0
1440907323,0
1440907323,0
1440907323,0
1440907323,0
1440907323,0
1440907323,0
1440907323,0
1440907323,0
1440907324,0
1440907332,0
1440907332,0
1440907332,99/3263
1440907332,99/3263
1440907332,99/3263
1440907332,99/3263
1440907332,99/3263
1440907332,99/3263
1440907340,99/3263
1440907340,99/3263
1440907341,13/1431
1440907341,13/1431
1440907341,13/1431
1440907341,13/1431
1440907341,13/1431
1440907341,13/1431
1440907341,13/1431
1440907349,13/1431
1440907349,13/1431
1440907349,5/401
1440907349,5/401
1440907349,5/401
1440907349,5/401
1440907349,5/401
1440907349,5/401
1440907358,5/401
1440907358,5/401
1440907358,5/401
1440907358,5/401
1440907358,19/1986
1440907358,19/1986
1440907358,19/1986
1440907358,19/1986
1440907358,19/1986
1440907366,19/1986
1440907366,19/1986
1440907366,13/1112
1440907366,13/1112
1440907366,13/1112
1440907366,13/1112
1440907366,13/1112
1440907366,13/1112
1440907375,13/1112
1440907375,13/1112
1440907375,0
1440907375,0
1440907375,0
1440907375,0
1440907375,0
1440907375,0
1440907375,0
1440907383,0
1440907383,0
1440907383,0
1440907383,0
1440907383,0
1440907383,0
1440907383,0
1440907383,0
1440907384,0
1440907392,0
1440907392,0
1440907392,14/575
1440907392,14/575
1440907392,14/575
1440907392,14/575
1440907392,14/575
1440907392,14/575
1440907400,14/575
1440907400,14/575
1440907400,14/575
1440907400,14/575
1440907400,14/575
1440907400,14/575
1440907400,14/575
1440907400,14/575
1440907401,20/1963
1440907409,20/1963
1440907409,20/1963
1440907409,0
1440907409,0
1440907409,0
1440907409,0
1440907409,0
1440907409,0
1440907418,0
1440907418,0
1440907418,0
1440907418,0
1440907418,0
1440907418,0
1440907418,0
1440907418,0
1440907418,0
1440907426,0
1440907426,0
1440907426,0
1440907426,0
1440907426,0
1440907426,0
1440907426,0
1440907426,0
1440907427,0
1440907435,0
1440907435,0
1440907435,0
1440907435,0
1440907435,0
1440907435,0
1440907435,0
1440907435,0
1440907443,0
1440907443,0
1440907443,29/709
1440907443,29/709
1440907443,29/709
1440907443,29/709
1440907443,29/709
1440907443,29/709
1440907444,29/709
1440907452,29/709
1440907452,29/709
1440907452,0
1440907452,0
1440907452,0
1440907452,0
1440907452,0
1440907452,0
1440907461,0
1440907461,0
1440907461,0
1440907461,0
1440907461,0
1440907461,0
1440907461,0
1440907461,0
1440907461,0
1440907469,0
1440907469,0
1440907469,0
1440907469,0
1440907469,0
1440907469,0
1440907469,0
1440907469,0
1440907470,0
1440907478,1/99
1440907478,1/99
1440907478,1/99
1440907478,1/99
1440907478,1/99
1440907478,1/99
1440907478,1/99
1440907478,1/99
1440907486,1/99
1440907486,1/99
1440907486,0
1440907486,0
1440907486,0
1440907486,0
1440907486,0
1440907486,0
1440907487,0
1440907495,0
1440907495,0
1440907495,0
1440907495,0
1440907495,0
1440907495,0
1440907495,0
1440907495,0
1440907503,0
1440907503,0
1440907504,0
1440907504,0
1440907504,0
1440907504,0
1440907504,0
1440907504,0
1440907504,0
1440907512,0
1440907512,0
1440907512,9/257
1440907512,9/257
1440907512,9/257
1440907512,9/257
1440907512,9/257
1440907512,9/257
1440907521,9/257
1440907521,9/257
1440907521,0
1440907521,0
1440907521,0
1440907521,0
1440907521,0
1440907521,0
1440907521,0
1440907529,0
1440907529,0
1440907529,0
1440907529,0
1440907529,0
1440907529,0
1440907529,0
1440907529,0
1440907530,1/90
1440907538,1/90
1440907538,1/90
1440907538,1/90
1440907538,1/90
1440907538,1/90
1440907538,1/90
1440907538,1/90
1440907538,1/90
1440907546,41/4202
1440907546,41/4202
1440907547,15/1811
1440907547,15/1811
1440907547,15/1811
1440907547,15/1811
1440907547,15/1811
1440907547,15/1811
1440907547,15/1811
1440907555,15/1811
1440907555,15/1811
1440907555,15/1811
1440907555,15/1811
1440907555,15/1811
1440907555,15/1811
1440907555,0
1440907555,0
1440907556,0
1440907564,0
1440907564,0
1440907564,0
1440907564,0
1440907564,0
1440907564,0
1440907564,0
1440907564,0
1440907573,0
1440907573,0
1440907573,19/1945
1440907573,19/1945
1440907573,19/1945
1440907573,19/1945
1440907573,19/1945
1440907573,19/1945
1440907573,19/1945
1440907582,19/1945
1440907582,19/1945
1440907582,0
1440907582,0
1440907582,0
1440907582,0
1440907582,0
1440907582,0
1440907582,0
1440907583,0
1440907591,0
1440907591,0
1440907591,69/2278
1440907591,69/2278
1440907591,69/2278
1440907591,69/2278
1440907591,69/2278
1440907591,69/2278
1440907599,69/2278
1440907599,69/2278
1440907599,0
1440907599,0
1440907599,0
1440907599,0
1440907600,0
1440907600,0
1440907600,0
1440907608,0
1440907608,0
1440907608,2/119
1440907608,2/119
1440907608,2/119
