"t.bucket","td.sum","rt.sum"
1418613350000,1,4
1418613355000,1,3
1418613360000,1,5
1418613365000,0,3
1418613370000,2,2
1418613375000,0,2
1418613380000,1,2
1418613385000,0,0
1418613390000,0,3
1418613395000,1,3
1418613400000,1,1
1418613405000,2,4
1418613410000,2,8
1418613415000,1,6
1418613420000,2,6
1418613425000,0,2
1418613430000,0,0
1418613435000,2,4
1418613440000,5,5
1418613445000,2,8
1418613450000,2,8
1418613455000,1,5
1418613460000,4,6
1418613465000,3,2
1418613470000,3,6
1418613475000,3,5
1418613480000,1,4
1418613485000,4,8
1418613490000,3,5
1418613495000,5,10
1418613500000,2,2
1418613505000,3,6
1418613510000,1,2
1418613515000,0,5
1418613520000,2,4
1418613525000,1,5
1418613530000,1,3
1418613535000,2,3
1418613540000,3,3
1418613545000,2,6
1418613550000,1,4
1418613555000,0,4
1418613560000,0,4
1418613565000,1,3
1418613570000,1,5
1418613575000,1,2
1418613580000,2,6
1418613585000,0,5
1418613590000,0,2
1418613595000,1,8
1418613600000,0,3
1418613605000,2,3
1418613610000,2,5
1418613615000,1,3
1418613620000,0,6
1418613625000,1,2
1418613630000,5,7
1418613635000,1,0
1418613640000,2,2
1418613645000,2,6
1418613650000,0,3
1418613655000,1,2
1418613660000,0,4
1418613665000,0,1
1418613670000,1,2
1418613675000,5,9
1418613680000,1,2
1418613685000,0,5
1418613690000,2,4
1418613695000,1,6
1418613700000,1,4
1418613705000,1,5
1418613710000,1,2
1418613715000,2,6
1418613720000,4,6
1418613725000,1,1
1418613730000,0,4
1418613735000,1,3
1418613740000,1,2
1418613745000,3,2
1418613750000,0,1
1418613755000,1,1
1418613760000,0,1
1418613765000,3,2
1418613770000,1,4
1418613775000,2,4
1418613780000,1,1
1418613785000,1,1
1418613790000,3,5
1418613795000,1,3
1418613800000,15,5
1418613805000,14,4
1418613810000,29,3
1418613815000,32,4
1418613820000,40,5
1418613825000,44,10
1418613830000,46,10
1418613835000,36,6
1418613840000,47,4
1418613845000,35,6
1418613850000,44,22
1418613855000,44,18
1418613860000,46,17
1418613865000,45,24
1418613870000,48,22
1418613875000,40,21
1418613880000,22,30
1418613885000,46,17
1418613890000,36,23
1418613895000,37,21
1418613900000,51,26
1418613905000,44,31
1418613910000,37,25
1418613915000,28,24
1418613920000,36,28
1418613925000,29,18
1418613930000,30,34
1418613935000,30,27
1418613940000,24,22
1418613945000,24,26
1418613950000,16,20
1418613955000,25,19
1418613960000,18,17
1418613965000,22,15
1418613970000,15,18
1418613975000,11,7
1418613980000,9,14
1418613985000,6,4
1418613990000,10,6
1418613995000,9,6
1.418614e+12,8,8
1418614005000,6,6
1418614010000,21,9
1418614015000,42,9
1418614020000,83,15
1418614025000,128,19
1418614030000,140,22
1418614035000,119,41
1418614040000,102,36
1418614045000,90,37
1418614050000,76,28
1418614055000,92,37
1418614060000,76,42
1418614065000,62,42
1418614070000,79,45
1418614075000,67,59
1418614080000,58,32
1418614085000,57,45
1418614090000,55,44
1418614095000,40,38
1418614100000,46,47
1418614105000,56,48
1418614110000,68,69
1418614115000,61,53
1418614120000,53,55
1418614125000,43,35
1418614130000,36,36
1418614135000,42,36
1418614140000,27,29
1418614145000,32,31
1418614150000,34,41
1418614155000,35,48
1418614160000,25,48
1418614165000,24,65
1418614170000,9,41
1418614175000,12,40
1418614180000,16,37
1418614185000,19,45
1418614190000,6,27
1418614195000,16,28
1418614200000,13,29
1418614205000,15,30
1418614210000,19,25
1418614215000,5,20
1418614220000,12,24
1418614225000,8,21
1418614230000,8,21
1418614235000,9,17
1418614240000,5,15
1418614245000,7,16
1418614250000,5,11
1418614255000,6,13
1418614260000,6,13
1418614265000,7,14
1418614270000,8,14
1418614275000,11,18
1418614280000,4,9
1418614285000,5,12
1418614290000,6,15
1418614295000,3,5
1418614300000,3,10
1418614305000,3,14
1418614310000,6,14
1418614315000,6,15
1418614320000,5,9
1418614325000,4,12
1418614330000,2,6
1418614335000,3,8
1418614340000,4,13
1418614345000,5,16
1418614350000,3,10
1418614355000,8,11
1418614360000,4,6
1418614365000,6,9
1418614370000,7,6
1418614375000,3,4
1418614380000,18,21
1418614385000,5,8
1418614390000,1,3
1418614395000,2,7
1418614400000,5,6
1418614405000,8,8
1418614410000,1,7
1418614415000,3,7
1418614420000,2,6
1418614425000,0,5
1418614430000,2,6
1418614435000,1,4
1418614440000,2,5
1418614445000,1,9
1418614450000,1,5
1418614455000,1,4
1418614460000,3,7
1418614465000,6,9
1418614470000,3,8
1418614475000,4,4
1418614480000,3,9
1418614485000,10,7
1418614490000,6,7
1418614495000,4,2
1418614500000,3,6
1418614505000,2,8
1418614510000,13,10
1418614515000,5,13
1418614520000,3,6
1418614525000,5,13
1418614530000,3,11
1418614535000,4,9
1418614540000,4,6
1418614545000,8,6
1418614550000,2,7
1418614555000,2,4
1418614560000,6,10
1418614565000,8,3
1418614570000,5,7
1418614575000,9,4
1418614580000,3,8
1418614585000,29,8
1418614590000,44,11
1418614595000,122,9
1418614600000,176,22
1418614605000,243,36
1418614610000,207,43
1418614615000,228,72
1418614620000,199,74
1418614625000,162,69
1418614630000,171,81
1418614635000,127,71
1418614640000,132,67
1418614645000,121,83
1418614650000,98,66
1418614655000,122,105
1418614660000,102,89
1418614665000,98,84
1418614670000,94,116
1418614675000,101,157
1418614680000,71,162
1418614685000,65,157
1418614690000,70,141
1418614695000,69,142
1418614700000,69,132
1418614705000,68,136
1418614710000,53,117
1418614715000,68,118
1418614720000,55,113
1418614725000,42,111
1418614730000,44,87
1418614735000,46,97
1418614740000,27,77
1418614745000,28,73
1418614750000,32,76
1418614755000,38,68
1418614760000,22,53
1418614765000,20,43
1418614770000,21,39
1418614775000,13,41
1418614780000,12,38
1418614785000,13,37
1418614790000,17,38
1418614795000,19,50
1418614800000,14,22
1418614805000,7,34
1418614810000,18,33
1418614815000,19,34
1418614820000,13,29
1418614825000,13,27
1418614830000,7,30
1418614835000,11,24
1418614840000,8,30
1418614845000,8,27
1418614850000,8,19
1418614855000,10,20
1418614860000,11,19
1418614865000,8,13
1418614870000,6,12
1418614875000,6,8
1418614880000,8,21
1418614885000,8,12
1418614890000,8,17
1418614895000,9,21
1418614900000,11,18
1418614905000,4,10
1418614910000,6,15
1418614915000,7,11
1418614920000,8,12
1418614925000,3,8
1418614930000,3,7
1418614935000,9,14
1418614940000,6,14
1418614945000,3,6
1418614950000,4,9
1418614955000,6,9
1418614960000,3,10
1418614965000,3,9
1418614970000,1,10
1418614975000,4,7
1418614980000,10,11
1418614985000,2,10
1418614990000,4,7
1418614995000,1,12
1.418615e+12,2,6
1418615005000,3,12
1418615010000,0,2
1418615015000,5,13
1418615020000,2,4
1418615025000,6,9
1418615030000,2,6
1418615035000,4,5
1418615040000,2,5
1418615045000,2,3
1418615050000,7,11
1418615055000,1,9
1418615060000,5,5
1418615065000,4,7
1418615070000,4,11
1418615075000,1,4
1418615080000,3,5
1418615085000,3,7
1418615090000,9,13
1418615095000,7,14
1418615100000,5,18
1418615105000,11,19
1418615110000,19,24
1418615115000,12,11
1418615120000,20,8
1418615125000,99,10
1418615130000,175,18
1418615135000,263,24
1418615140000,266,60
1418615145000,250,61
1418615150000,254,133
1418615155000,429,319
1418615160000,415,322
1418615165000,372,310
1418615170000,278,234
1418615175000,251,209
1418615180000,192,156
1418615185000,180,170
1418615190000,162,146
1418615195000,143,147
1418615200000,115,129
1418615205000,114,154
1418615210000,107,131
1418615215000,120,175
1418615220000,100,135
1418615225000,100,132
1418615230000,75,118
1418615235000,97,135
1418615240000,85,124
1418615245000,85,105
1418615250000,68,95
1418615255000,73,99
1418615260000,60,83
1418615265000,54,73
1418615270000,45,85
1418615275000,57,93
1418615280000,49,97
1418615285000,64,102
1418615290000,53,98
1418615295000,40,86
1418615300000,42,76
1418615305000,50,86
1418615310000,40,77
1418615315000,37,67
1418615320000,29,46
1418615325000,38,55
1418615330000,21,48
1418615335000,31,50
1418615340000,18,34
1418615345000,24,41
1418615350000,22,37
1418615355000,15,30
1418615360000,17,38
1418615365000,10,16
1418615370000,22,39
1418615375000,11,33
1418615380000,15,28
1418615385000,18,35
1418615390000,16,28
1418615395000,10,26
1418615400000,15,30
1418615405000,7,15
1418615410000,11,13
1418615415000,12,19
1418615420000,11,20
1418615425000,9,18
1418615430000,7,17
1418615435000,10,19
1418615440000,9,20
1418615445000,12,15
1418615450000,5,7
1418615455000,7,14
1418615460000,5,20
1418615465000,4,14
1418615470000,5,15
1418615475000,8,44
1418615480000,7,66
1418615485000,8,73
1418615490000,9,100
1418615495000,11,187
1418615500000,10,384
1418615505000,21,359
1418615510000,16,309
1418615515000,8,294
1418615520000,12,234
1418615525000,12,213
1418615530000,13,205
1418615535000,8,155
1418615540000,10,137
1418615545000,10,145
1418615550000,15,140
1418615555000,9,129
1418615560000,7,103
1418615565000,11,117
1418615570000,6,103
1418615575000,10,98
1418615580000,16,100
1418615585000,7,74
1418615590000,5,63
1418615595000,14,82
1418615600000,4,78
1418615605000,2,39
1418615610000,6,38
1418615615000,8,55
1418615620000,5,60
1418615625000,8,70
1418615630000,6,40
1418615635000,6,48
1418615640000,7,50
1418615645000,1,33
1418615650000,10,45
1418615655000,9,36
1418615660000,5,54
1418615665000,3,36
1418615670000,3,22
1418615675000,3,33
1418615680000,6,28
1418615685000,6,39
1418615690000,5,37
1418615695000,10,30
1418615700000,7,20
1418615705000,4,29
1418615710000,3,16
1418615715000,7,18
1418615720000,3,23
1418615725000,6,29
1418615730000,0,14
1418615735000,6,15
1418615740000,5,20
1418615745000,9,17
1418615750000,4,18
1418615755000,6,15
1418615760000,24,10
1418615765000,86,16
1418615770000,175,33
1418615775000,270,42
1418615780000,227,59
1418615785000,257,75
1418615790000,266,82
1418615795000,220,116
1418615800000,191,141
1418615805000,297,237
1418615810000,552,483
1418615815000,469,432
1418615820000,424,397
1418615825000,390,368
1418615830000,323,356
1418615835000,310,424
1418615840000,256,378
1418615845000,274,383
1418615850000,239,395
1418615855000,208,342
1418615860000,202,304
1418615865000,185,315
1418615870000,144,238
1418615875000,153,250
1418615880000,140,211
1418615885000,120,203
1418615890000,134,169
1418615895000,106,173
1418615900000,102,166
1418615905000,97,173
1418615910000,84,142
1418615915000,100,141
1418615920000,84,130
1418615925000,75,132
1418615930000,74,120
1418615935000,73,105
1418615940000,75,110
1418615945000,58,91
1418615950000,41,76
1418615955000,66,95
1418615960000,50,84
1418615965000,43,71
1418615970000,38,92
1418615975000,47,104
1418615980000,32,75
1418615985000,34,86
1418615990000,34,80
1418615995000,25,64
1.418616e+12,19,60
1418616005000,22,73
1418616010000,25,85
1418616015000,29,97
1418616020000,29,74
1418616025000,33,62
1418616030000,11,47
1418616035000,17,40
1418616040000,18,33
1418616045000,23,46
1418616050000,12,35
1418616055000,19,54
1418616060000,11,36
1418616065000,20,30
1418616070000,16,38
1418616075000,6,30
1418616080000,5,24
1418616085000,13,39
1418616090000,12,43
1418616095000,11,29
1418616100000,9,33
1418616105000,8,22
1418616110000,13,42
1418616115000,11,50
1418616120000,17,48
1418616125000,5,36
1418616130000,10,27
1418616135000,13,36
1418616140000,17,36
1418616145000,7,31
1418616150000,10,32
1418616155000,10,46
1418616160000,11,25
1418616165000,10,32
1418616170000,6,24
1418616175000,7,37
1418616180000,8,27
1418616185000,9,36
1418616190000,8,27
1418616195000,12,30
1418616200000,9,33
1418616205000,9,29
1418616210000,11,29
1418616215000,6,23
1418616220000,10,22
1418616225000,7,16
1418616230000,5,17
1418616235000,6,24
1418616240000,6,22
1418616245000,7,26
1418616250000,6,25
1418616255000,10,19
1418616260000,6,22
1418616265000,9,30
1418616270000,7,24
1418616275000,6,20
1418616280000,9,26
1418616285000,10,30
1418616290000,13,36
1418616295000,13,37
1418616300000,6,43
1418616305000,10,35
1418616310000,7,37
1418616315000,4,42
1418616320000,9,39
1418616325000,8,39
1418616330000,11,36
1418616335000,10,39
1418616340000,6,57
1418616345000,9,79
1418616350000,3,71
1418616355000,5,96
1418616360000,7,80
1418616365000,12,81
1418616370000,12,87
1418616375000,8,79
1418616380000,7,72
1418616385000,7,65
1418616390000,9,69
1418616395000,1,46
1418616400000,7,49
1418616405000,12,39
1418616410000,6,30
1418616415000,3,41
1418616420000,5,35
1418616425000,5,35
1418616430000,3,34
1418616435000,4,48
1418616440000,7,41
1418616445000,5,46
1418616450000,5,43
1418616455000,4,29
1418616460000,9,30
1418616465000,5,31
1418616470000,5,33
1418616475000,4,28
1418616480000,6,25
1418616485000,3,47
1418616490000,5,29
1418616495000,6,29
1418616500000,4,32
1418616505000,5,23
1418616510000,6,31
1418616515000,4,26
1418616520000,7,32
1418616525000,4,24
1418616530000,7,32
1418616535000,9,43
1418616540000,4,25
1418616545000,6,24
1418616550000,3,17
1418616555000,6,26
1418616560000,4,19
1418616565000,5,23
1418616570000,3,16
1418616575000,4,16
1418616580000,2,8
1418616585000,4,24
1418616590000,1,13
1418616595000,7,22
1418616600000,4,27
1418616605000,6,24
1418616610000,6,21
1418616615000,12,26
1418616620000,5,28
1418616625000,8,25
1418616630000,8,21
1418616635000,7,30
1418616640000,8,31
1418616645000,9,32
1418616650000,15,37
1418616655000,1,18
1418616660000,5,28
1418616665000,7,25
1418616670000,8,26
1418616675000,7,39
1418616680000,3,24
1418616685000,6,30
1418616690000,7,24
1418616695000,11,30
1418616700000,9,24
1418616705000,4,29
1418616710000,7,17
1418616715000,8,23
1418616720000,8,22
1418616725000,6,13
1418616730000,3,18
1418616735000,2,8
1418616740000,4,16
1418616745000,5,20
1418616750000,5,11
1418616755000,5,23
1418616760000,5,20
1418616765000,3,11
1418616770000,2,22
1418616775000,2,14
1418616780000,4,21
1418616785000,3,9
1418616790000,1,11
1418616795000,2,8
1418616800000,2,14
1418616805000,1,12
1418616810000,1,8
1418616815000,1,9
1418616820000,1,6
1418616825000,2,15
1418616830000,1,13
1418616835000,5,11
1418616840000,1,5
1418616845000,3,12
1418616850000,1,16
1418616855000,5,12
1418616860000,0,14
1418616865000,3,13
1418616870000,5,17
1418616875000,0,14
1418616880000,6,14
1418616885000,2,12
1418616890000,1,11
1418616895000,4,20
1418616900000,2,15
1418616905000,1,12
1418616910000,4,17
1418616915000,6,23
1418616920000,4,20
1418616925000,2,8
1418616930000,3,10
1418616935000,1,11
1418616940000,4,20
1418616945000,1,11
1418616950000,5,11
1418616955000,0,6
1418616960000,3,12
1418616965000,2,7
1418616970000,3,12
1418616975000,1,4
1418616980000,3,8
1418616985000,3,9
1418616990000,3,6
1418616995000,3,10
1.418617e+12,4,13
1418617005000,2,13
1418617010000,6,14
1418617015000,3,10
1418617020000,2,14
1418617025000,4,7
1418617030000,1,4
1418617035000,4,7
1418617040000,3,9
1418617045000,3,10
1418617050000,1,11
1418617055000,2,15
1418617060000,7,8
1418617065000,0,6
1418617070000,2,8
1418617075000,2,7
1418617080000,3,5
1418617085000,0,8
1418617090000,3,6
1418617095000,7,11
1418617100000,3,11
1418617105000,3,10
1418617110000,3,13
1418617115000,1,9
1418617120000,1,8
1418617125000,6,14
1418617130000,4,17
1418617135000,4,13
1418617140000,6,8
1418617145000,3,13
1418617150000,2,9
1418617155000,2,5
1418617160000,3,8
1418617165000,2,7
1418617170000,3,7
1418617175000,2,12
1418617180000,4,15
1418617185000,3,8
1418617190000,3,14
1418617195000,3,8
1418617200000,2,13
1418617205000,2,6
1418617210000,5,6
1418617215000,2,5
1418617220000,2,7
1418617225000,0,3
1418617230000,2,7
1418617235000,0,6
1418617240000,1,10
1418617245000,1,14
1418617250000,0,4
1418617255000,1,6
1418617260000,0,6
1418617265000,1,6
1418617270000,2,13
1418617275000,2,9
1418617280000,2,5
1418617285000,2,6
1418617290000,0,11
1418617295000,2,6
1418617300000,5,14
1418617305000,3,12
1418617310000,4,10
1418617315000,1,14
1418617320000,3,11
1418617325000,3,15
1418617330000,5,16
1418617335000,2,23
1418617340000,1,20
1418617345000,4,26
1418617350000,4,32
1418617355000,5,27
1418617360000,2,26
1418617365000,7,27
1418617370000,3,28
1418617375000,1,23
1418617380000,3,22
1418617385000,4,44
1418617390000,1,32
1418617395000,5,33
1418617400000,1,37
1418617405000,5,26
1418617410000,3,42
1418617415000,2,32
1418617420000,3,26
1418617425000,6,38
1418617430000,2,35
1418617435000,0,23
1418617440000,2,28
1418617445000,0,19
1418617450000,2,17
1418617455000,3,23
1418617460000,1,16
1418617465000,2,14
1418617470000,3,14
1418617475000,5,16
1418617480000,0,15
1418617485000,7,15
1418617490000,1,17
1418617495000,5,7
1418617500000,1,4
1418617505000,9,11
1418617510000,2,12
1418617515000,2,12
1418617520000,1,7
1418617525000,2,3
1418617530000,1,6
1418617535000,2,14
1418617540000,0,4
1418617545000,1,7
1418617550000,0,9
1418617555000,1,4
1418617560000,2,5
1418617565000,0,6
1418617570000,2,8
1418617575000,2,16
1418617580000,2,8
1418617585000,2,9
1418617590000,4,8
1418617595000,3,8
1418617600000,2,13
1418617605000,0,12
1418617610000,1,6
1418617615000,1,11
1418617620000,0,2
1418617625000,1,10
1418617630000,1,12
1418617635000,1,11
1418617640000,2,7
1418617645000,2,12
1418617650000,2,6
1418617655000,3,12
1418617660000,3,8
1418617665000,1,9
1418617670000,1,3
1418617675000,0,5
1418617680000,0,5
1418617685000,2,10
1418617690000,1,7
1418617695000,2,8
1418617700000,2,9
1418617705000,2,7
1418617710000,2,8
1418617715000,5,13
1418617720000,17,27
1418617725000,10,22
1418617730000,16,27
1418617735000,10,20
1418617740000,8,16
1418617745000,8,18
1418617750000,5,10
1418617755000,11,16
1418617760000,7,19
1418617765000,8,14
1418617770000,8,16
1418617775000,12,23
1418617780000,7,17
1418617785000,8,22
1418617790000,5,19
1418617795000,7,14
1418617800000,2,15
1418617805000,9,12
1418617810000,5,8
1418617815000,4,14
1418617820000,1,9
1418617825000,5,6
1418617830000,8,15
1418617835000,7,12
1418617840000,3,8
1418617845000,1,7
1418617850000,0,5
1418617855000,2,7
1418617860000,2,10
1418617865000,3,18
1418617870000,5,22
1418617875000,3,13
1418617880000,1,5
1418617885000,1,12
1418617890000,5,13
1418617895000,4,11
1418617900000,5,14
1418617905000,5,11
1418617910000,3,10
1418617915000,2,4
1418617920000,2,9
1418617925000,2,6
1418617930000,2,8
1418617935000,4,9
1418617940000,2,7
1418617945000,2,12
1418617950000,2,8
1418617955000,5,9
1418617960000,1,7
1418617965000,4,8
1418617970000,1,4
1418617975000,2,6
1418617980000,0,9
1418617985000,3,11
1418617990000,2,7
1418617995000,4,11
1.418618e+12,2,10
1418618005000,1,10
1418618010000,1,10
1418618015000,4,15
1418618020000,3,7
1418618025000,4,10
1418618030000,1,4
1418618035000,3,6
1418618040000,2,9
1418618045000,1,5
1418618050000,4,10
1418618055000,2,6
1418618060000,1,8
1418618065000,2,10
1418618070000,1,5
1418618075000,4,10
1418618080000,4,8
1418618085000,3,7
1418618090000,4,7
1418618095000,2,8
1418618100000,2,5
1418618105000,0,11
1418618110000,6,8
1418618115000,1,4
1418618120000,1,4
1418618125000,3,6
1418618130000,3,11
1418618135000,2,9
1418618140000,2,14
1418618145000,1,8
1418618150000,2,12
1418618155000,4,11
1418618160000,3,5
1418618165000,0,9
1418618170000,4,13
1418618175000,3,13
1418618180000,1,10
1418618185000,0,5
1418618190000,1,8
1418618195000,1,13
1418618200000,5,7
1418618205000,6,10
1418618210000,2,7
1418618215000,3,8
1418618220000,4,9
1418618225000,0,8
1418618230000,4,5
1418618235000,5,11
1418618240000,4,12
1418618245000,1,4
1418618250000,1,4
1418618255000,1,6
1418618260000,1,10
1418618265000,4,19
1418618270000,1,22
1418618275000,4,21
1418618280000,1,68
1418618285000,5,98
1418618290000,1,289
1418618295000,3,341
1418618300000,2,256
